,text
786,"@PyBitz 27 Mar Fala pessoal, aqui o framework para agentes que estive desenvolvendo, tirem um tempinho para dar uma olhada, vai ajudar muito vibe coding e a interação com desenvolvimento 'manual' https:// masa-framework.org 2 72"
787,27 Mar Vibe coding on Zo with @0thernet at @thelabmiami 1 4 99
788,"27 Mar Idea : Edison Technique (hypnagogic napping) + vibe-coding He used a steel ball to catch ideas in twilight sleep. Now you wake up and prompt them into reality before they fade. Pure madness. Kutipan Elliot Lindberg @robiot 27 Mar We are in an era where you can wake up from a dream, say “fuck, it was just a dream,” then go to your computer and vibe-code it into reality out of sheer fomo 4 170"
789,"27 Mar Vibe coding didn't kill the moat. It exposed what the moat never was. Code was never the moat. Distribution was. This kid learned in public what most founders figure out after 6 months of building in private: If anyone can build it, the only advantage is being the one people 1 9 4 rb"
790,27 Mar The vibe coding is so stupid. You just need to sit behind your computer and click “allow AI agent to do shit” and wait. That’s all. You have a workable product in a few hours. It will build and test everything itself. Fire your devs guys. There is no need anymore. 1 1 5 192
791,"27 Mar The ""vibe coding"" high usually crashes the moment you have to wrestle with API keys, environment variables, and broken production flows. As Karpathy noted, the code is often the easy part, the DevOps is the ""painful slog."" TestSprite exists to kill the slog. We’re building the Kutipan Andrej Karpathy @karpathy 26 Mar Diterjemahkan dari Inggris Ketika saya membangun menugen sekitar 1 tahun yang lalu, saya mengamati bahwa bagian tersulit dengan jauh bukan kode itu sendiri, melainkan segudang layanan yang harus Anda susun seperti furnitur IKEA untuk mewujudkannya, DevOps: layanan, pembayaran, otentikasi, database, x.com/patrickc/statu… 10 4 14 570"
792,"27 Mar And it’s getting worse. With AI generated code.. vibe coding , and faster shipping cycles, teams are producing more code than ever. but review quality isn’t scaling. The result? Security risks, costly bugs, slower dev cycles. 1 5 79"
793,"27 Mar I think we're literally in the last 2-3 months of ""vibe coding stuff"" The oversaturation point is close, after that most people won't care about yet another INNOVATIVE VIBE CODED APP. That's good news for the world, bad news for AI companies. 4 17 1 rb"
794,27 Mar dan @VBierschwale The AI bubble is coming. It will be glorious. Vibe coding is bringing down all these tech companies. 2 157
795,27 Mar thinking about vibe coding a replacement for @vrbo . they've lost the plot. can't believe ppl still using this over airbnb but here we are! 3 2 1 55
796,27 Mar Claude is incredible it only took me 100 hours of vibecoding a custom tool so I don’t have to answer 100 messages manually 1 4 374
797,27 Mar Sending my son to military school because I caught him vibecoding 13 137
798,27 Mar Vibe coding peak 1 1 11
799,"27 Mar Every vibe coding demo ends at ""it works locally."" The next 40 hours are Stripe webhooks, auth, DNS, and deployment configs. Karpathy just said what every dev already knows. 6 399"
800,27 Mar i have been vibe coding so much I have literally forgotten I have a family 1 1 26
801,27 Mar Claude Code is good until you actually want to build some non-trivial apps Vibe coding doesn't exist. Is not even started yet. 132 13 371 24 rb
802,"27 Mar ""Vibe Coding XR marks a pivotal step toward a future where spatial computing is limited not by technical expertise, but by creativity."" https:// research.google/blog/vibe-codi ng-xr-accelerating-ai-xr-prototyping-with-xr-blocks-and-gemini/ … < what happens when any of us can vibe-code some extended reality apps? Cool @GoogleResearch work. 2 2 8 787"
803,"27 Mar Justin Sun’s foresight is becoming our reality. TRON has committed $1 billion into stablecoin rails, agent identity, tokenized RWAs and developer tooling for autonomous AI systems. And it’s mostly just vibe coding with AI to build the core infrastructure for agentic AI. Kutipan H.E. Justin Sun @justinsuntron 26 Mar .@TRONDAO AI Fund is committing $1B to accelerate the agentic economy. “TRON has the ability to sustain large-scale, real-world transaction volumes with predictable, low-cost execution. This makes it ideal for repeated, automated interactions such as treasury management, 26 10 69 38 rb"
804,27 Mar me and my friends vibecoding 3 5 330
805,"27 Mar ""Vibe Coding"" should be renamed to ""Prompt-Gramming"" @KilianSolutions 5 98"
806,"27 Mar Just vibe coding on Claude free, I dont know anything about programming 2 70"
807,"27 Mar $50k. thats what it used to cost to make something look like a real company built it. thats over Ive been vibe coding pages and funnels for about a year and the gap between ""solo founder"" and ""funded startup with a design team"" has been closing every single month but this is Kutipan Base44 @Base44 26 Mar Your app can now pick up a design from a URL. Paste it into Base44 and it just… adapts. We also added a full asset library and app-wide theme controls. Fonts, colors, everything. Kemitraan berbayar 37 30 524 100 rb"
808,27 Mar the age of vibe coding is funny because mfers are reinventing the agile manifesto from first principles with agents 15 7 163 5 rb
809,27 Mar I have been testing Claude Code for 2 days now. I have tested it as a vibe coder. I have pro version. Aside from the hourly limits i tried to build a swift ui app for mac. I am not doing swift ui day by day but i have experience and i am a developer for more than 15 years I 3 2 576
810,20 Mar 一觉醒来： Cursor 发布 Composer 2 编程模型，首次持续预训练 + 强化学习，输入价格仅 $0.50/M tokens 小米 MiMo-V2-Pro 正式发布，1T 参数开源，目前开源模型中参数规模最大 Google AI Studio Vibe Coding 大升级，集成 Firebase、shadcn/ui，从 build 到 deploy 全闭环 Qwen 3.5 Max Preview 2 3 28 11 rb
811,RelativelySmart 20 Mar Incredible new vibe coding tool Stitch from @Google can throw together a landing page in literally seconds. Google appears to be slowly streamlining their various AI offerings into Google AI Studio. It always amazes me how many Google features get little to no marketing. 1 3 263
812,"20 Mar Most founders are ""vibe coding"" their way into a massive IP trap. If you build via $20/mo subscriptions (ChatGPT Plus / Claude Pro / Google One), you're on Consumer Terms. Say you build a unique NFC-to-App lock feature. It takes you forever, you’re hitting walls, but you 2 3 55"
813,"20 Mar For frontend, I love AI studio, there just seems to be something good about it. Antigravity is also great until recently the usage limits make it unusable for any mid-heavy level vibecoding, even when I'm on the Google AI Pro plan. 2 13 1 rb"
814,"20 Mar this is exactly what i look like when anyone tries to drag me away from my macbook as i'm vibecoding in 17 different terminal tabs Kutipan SFGATE @SFGate 20 Mar A dancing robot at a Cupertino Haidilao went off-script this week, knocking dishes off a table as diners watched. It kept dancing — arms swinging, body jerking — as three servers grabbed a strap around its neck and tried to pull it away. Its apron, a Zootopia 2 promotional 18 4 rb"
815,20 Mar it's like Apple doesn't want great ideas from vibe coding generations... horrible move by Apple 1 1 539
816,20 Mar agent 能力在团队内部都推不动，有点意外，claude 在团队内部推 vibe coding 好像就很顺。但是想想阿里和腾讯，也就不意外了。 Kutipan 宝玉 @dotey 19 Mar 传说中的DeepSeek天才少女、雷军千万年薪挖角的罗福莉也开始发推了。 帖子里最生动的段落是关于她第一次使用复杂 Agent 脚手架的经历。她用的词是：orchestrated Context，编排过的上下文，我理解就是现在比较火的 Harness Engineering。 x.com/_LuoFuli/statu… 1 1 6 2 rb
817,"20 Mar Seroter Daily Reading List – March 19, 2026 (#745): Today’s links look at the new full-stack vibe coding experience in Google AI Studio, what the best AI users do differently, and what are the unwritten laws of software engineering. seroter.com Daily Reading List – March 19, 2026 (#745) Today’s links look at the new full-stack vibe coding experience in Google AI Studio, what the best AI users do differently, and what are the unwritten laws of software engineering. 2 928"
818,"20 Mar Full stack vibe coding with AI just got real Kutipan 20 Mar 0:41 Diterjemahkan dari Inggris Google AI Studio baru saja mendapat peningkatan gila, vibe coding full-stack Sekarang siapa pun bisa membangun aplikasi siap produksi dengan autentikasi, database, dan integrasi API nyata dari satu prompt saja 5 contoh liar + prompt () 6 4 52 12 rb"
819,"20 Mar I can already see it Next crypto bull market, we will see literally everyone vibe coding blockchains and crypto apps Vibe coded crypto(anything) will be the new memecoins and NFTs of next cycle 40 7 74 3 rb"
820,20 Mar vibecoding Kutipan line. @alinelgporto 20 Mar TBT do dia que fui fazer uma inspeção em um canteiro de obra 1 5 28 1 rb
821,"20 Mar Google AI Studioのvibe codingがマジですごいことに…！ プロンプト1発で本番レベルのアプリが作れるみたい！ 新機能「Antigravity coding agent」 ・Firebase自動でDB＋Google認証連携 ・リアルタイムマルチプレイヤー余裕 ・Next.js正式対応！！ ・APIキーもSecrets Managerでガチ安全 Kutipan Google AI Studio @GoogleAIStudio 19 Mar Artikel Introducing the new full-stack vibe coding experience in Google AI Studio Today, we are launching a completely upgraded vibe coding experience in Google AI Studio, designed to turn your prompts into production-ready applications. From multiplayer experiences and installing... 3 255"
822,20 Mar Bernie vibe coding on the weekend... 2 3 107
823,20 Mar Are Antigravity and Google AI Studio really as good as they say for vibe coding apps? 99 3 133 17 rb
824,"20 Mar seeing what people are building with AI/vibecoding made me feel so behind so i tried building my first AI agent today with Claude for my SMM work and honestly… it’s way more doable than it looks you don’t need crazy setups to start, you can literally just use Claude i’m in 26 2 54 1 rb"
825,20 Mar 你理解错了。 不是会阻止 vibe coding 出来的产品，是阻止 vibe coding 工具，比如 Replit，因为这类产品的流行会削弱 Xcode 产品的使用和推广。 1 1 7 1 rb
826,"20 Mar I am not a developer at all, but I am developing, thanks to #Vibecoding , a site for the popularization and democratization of AI in Switzerland, looking forward to discussing the topic. 2 2 59"
827,"20 Mar Google AI Studio is starting to look like real full-stack vibe coding. With database support, Antigravity agent, it is getting much closer to letting people build production-ready apps. Add payments next, and normies might actually be able to vibe code small businesses. Kutipan Logan Kilpatrick @OfficialLoganK 19 Mar Introducing the all new vibe coding experience in @GoogleAIStudio, feating: - One click database support - Sign in with Google support - A new coding agent powered by Antigravity - Multiplayer + backend app support and so much more coming soon! https:// x.com/GoogleAIStudio /status/2034654985850659149?s=20 … 3 170"
828,20 Mar The gap isn't between vibe coding and success. It's between building and selling. Vibe coding compressed the build to almost zero. It did nothing to compress the distribution problem. The founders who get to $10K MRR solo aren't the ones who built faster. They're the ones who 3 236
829,"20 Mar After This Game Dev Shared Her Prototype Online, It Took Less Than 5 Hours for Someone to Post Their Vibecoded Knockoff https:// pcgamer.com/gaming-industr y/after-this-game-dev-shared-her-prototype-online-it-took-less-than-5-hours-for-someone-to-post-their-vibecoded-knockoff/ … #gamedev #indiedev #indiegames #videogames #pcgaming #gaming #vibecoding #genai #ai After this game dev shared her prototype online, it took less than 5 hours for someone to post... Dari pcgamer.com 2 41"
830,"20 Mar واضح إن Google AI Studio دخلت مرحلة جديدة وبقوة، خصوصًا مع تجربة vibe coding الجديدة اللي صارت أقرب لفكرة بناء تطبيق كامل من مكان واحد، بدل ما تتنقل بين أكثر من أداة ومنصة. وش الجديد؟ -تجربة Full-Stack متكاملة داخل Google AI Studio -مدعومة بـ Antigravity و Firebase -تقدر تبني Kutipan Google AI @GoogleAI 19 Mar We’re launching a brand new, full-stack vibe coding experience in @GoogleAIStudio, made possible by integrations with the @Antigravity coding agent and @Firebase backends. This unlocks: — Full-stack multiplayer experiences: Create complex, multiplayer apps with fully-featured 3 4 98 15 rb"
831,20 Mar vibe coding startups are fine because 'production-ready' just means the AI hallucinates auth edge cases 100x faster now. deep architecture is still safe from the bots lol 3 518
832,20 Mar yo where my vibecoding degrees at? hustlers university scammed me :( 2 1 14 219
833,"20 Mar construir um produto do zero com 0 conhecimento de dev usando Claude Code é exatamente o tipo de coisa que mostra o quanto o vibe coding mudou o jogo. o desafio agora pra equipe nova vai ser entender o que foi construido e por que, porque o Claude nao vai lembrar 3 3 2 rb"
834,20 Mar ¿Eres dev y te gusta el vibe coding? ¡Hagamos una Platzi Tinder! Busco colaboradores para crear juntos un Platzi Tinder de código abierto. https:// github.com/artmichel-dev/ platzi-tinder … https:// platzi-tinder.vercel.app 2 268
835,"20 Mar dan @martinyeza Bueno, me daré una vuelta en algún momento. No es para sabotearte. Luego si me fuí de mambo, ni era una crítica total el vibecoding, porque hay que pensarlo y ejecutarlo, y la mayoría de la gente es perezosa hasta para eso. 1 2 27"
836,"20 Mar Completed some more vibe coding on project PulseFM Added user registration+sign in, artist search box, artist about pane. TIL: It's always CORS. 2 15 175"
837,20 Mar Google just stepped up their vibe coding game 3 585
838,20 Mar I'm vibe coding TGE 2 55
839,"20 Mar 谷歌又放大招，推出了强大的Vibe coding全栈氛围编码系统。 这下不仅前端，后端码农也面临着越来越大的失业潮压力。 程序员在帮助AI淘汰自己岗位的科研路上一路狂奔～ 0:50 Kutipan Google AI Studio @GoogleAIStudio 19 Mar 0:50 vibe coding in AI Studio just got a major upgrade • multiplayer: build real-time games & tools • real services: connect live data • persistent builds: close the tab, it keeps working • pro UI: shadcn, Framer Motion & npm support we can't wait to see what you build! 7 7 39 11 rb"
840,"20 Mar New favorite quote from a customer today: ""So just one thing. Guys, I've used other tools before, like, all the vibe coding tools, but really, when I used @replit for the first time, I kinda know how Harry Potter feels when he arrives Hogwarts, man. It's insane. it's wild. The 2 2 21 686"
841,"20 Mar Abacus AI Honest Review And Pricing: The AI That Lets You Vibe Code, Build Agents & Replace 10+ Tools? A detailed Abacus AI review exploring Abacus AI features, vibe coding AI, DeepAgent, and how this AI agent platform helps build applications and automate workflows faster. 2 831"
842,"20 Mar Yenilikler çok güzel fakat gerçek proje çıkaran kişi sayısı çok az. Çoğu, özensiz vibecoding ile yapılmış, üstüne abonelik sistemi eklenmiş projelerle yüz binlerce lira kazanmayı düşünüyor. Üretmenin bu kadar kolay olduğu bir dönemde bundan çok daha fazlası gerektiğini 1 52"
843,20 Mar I think it's like vibe coding. You can't go far unless you know the basics. We don't have the basics at all. 3 1 38 2 rb
844,"20 Mar Lovable hit $400M ARR selling vibe coding. Google just launched it — for free. Firebase database. Auth. Cloud deployment. All built into AI Studio. Free to build. You pay when you deploy. I've been building multi-tenant B2B2C SaaS with Lovable. Their UX is still better — split Kutipan Google AI @GoogleAI 19 Mar We’re launching a brand new, full-stack vibe coding experience in @GoogleAIStudio, made possible by integrations with the @Antigravity coding agent and @Firebase backends. This unlocks: — Full-stack multiplayer experiences: Create complex, multiplayer apps with fully-featured 8 3 26 6 rb"
845,20 Mar I am vibecoding not writing 1 2 83
846,20 Mar vibe coding auth feels like a fever dream until you hit a random edge case. still wild how fast the boilerplate goes away. 1 1 689
847,20 Mar only @NotionHQ can you get guided meditation from vibecoding monks 5 5 81 5 rb
848,"20 Mar the problem is now, you cannot trust anyone with the data cause everyone is vibe coding slop. 1 13 1 rb"
849,"20 Mar It's easy to vibe code a simple app in an hour. It's simple, it's fun, you get to play around with something you imagined. But will you spend 6 months vibe coding a real product? 1 1 33"
850,20 Mar Na era do vibe coding o cara quer que eu confie meus dados a qualquer site 1 5 1 rb
851,"20 Mar Both, honestly. Vibe coding without decent prompting is just chaos with syntax highlighting. But the real unlocked skill nobody talks about is context management - knowing how to keep your AI from forgetting your entire project the moment a new session starts. That's where most 1 2 13"
852,20 Mar That thing is not easy bro. And I don’t really know how someone that has never code before will be able to vibe coding. Vibe code just makes writing code easy for people that know how to write code before. 1 3 118
853,20 Mar The next step is him learning about AI voice recognition software and vibe coding legislation and committee QFRs off it. I type fast and I found myself writing at 3x usual speed. Kutipan Joe Weisenthal @TheStalwart 20 Mar Bernie’s curiosity about this technology is great. x.com/SenSanders/sta… 2 8 1 rb
854,"20 Mar vibe coding gets you to a prototype. engineering with agents means - you take software engineering principles seriously - testability, observability, rollback, security. same instinct different stakes -- one is a session, the other is a system 3 6 500"
855,20 Mar try again with 'vibe coding c++' 2 224
856,"20 Mar The prompts are the easy part. The hard part hits when you come back the next day and the AI has zero memory of what you built. Fullstack vibe coding needs persistent context as much as it needs good prompts, otherwise you're re-explaining your schema to Claude every morning 1 4 1 rb"
857,"20 Mar the vibe coding stuff is getting impressive but it solves a different problem than what i deal with. i need to run multiple agents across different machines and keep track of all of them. google ai studio is great for solo vibe coding, not so much for running a team of agents 1 2 147"
858,"20 Mar Diterjemahkan dari Inggris Tampilkan yang asli Google AI Studio baru saja mendapat peningkatan gila, vibe coding full-stack Sekarang siapa pun bisa membangun aplikasi siap produksi dengan autentikasi, database, dan integrasi API nyata dari satu prompt saja 5 contoh liar + prompt () 0:41 67 94 859 100 rb"
859,20 Mar Vibe coding Talmud courses in @cursor_ai with @claudeai and having the best time ever. 2 12 699
860,20 Mar FYI Vibe coding isn’t easy 16 2 47 1 rb
861,20 Mar 3MTT Weekly Reflection 4: Confidence in Progress Reflection Lens. What is vibe-coding? That was the question I found myself Googling this week as I heard it for the first time during our Knowledge Showcase Orientation…. #My3MTT #3MTTWeeklyReflection 3MTT Nigeria 1 2 41
862,"20 Mar Exactly vibe coding can be fun, but it often inflates code without insight. AI-assisted programming, especially with setups like Kilo Code, helps you focus on understanding the problem while handling the repetitive or boilerplate parts. It’s like having a smart teammate that 2 2 75"
863,"20 Mar The ""you have a laptop what do you do to hit $1000 MRR in a month"" is not a vibecoding an app game. It is a sales game. If your instinct is to start with coding you've lost already. You need to close 10 sales $100 each. So what do you do? 1 4 170"
864,"20 Mar Volt Odyssey next big runner! Secure $VOLT SHIBA-style surge, hyper-deflation, supply 1/9th. Ambassador program, world hype, massive burns, Open Claw—vibe coding incoming! 1 2 6 41"
865,"20 Mar Volt Odyssey pure momentum! Load $VOLT now—SHIBA explosion 2.0, deflationary + tiny supply. Ambassador rollout, worldwide ads, epic burns, Open Claw, vibe coding—huge! 1 2 4 32"
866,"20 Mar Holy, google is on fire! Google AI Studio is leveling up with a new full-stack ""vibe coding"" experience powered by Antigravity and Firebase, letting builders create multiplayer apps with rich UIs, backends, authentication, databases, and live service integrations all in one Kutipan Google AI @GoogleAI 19 Mar We’re launching a brand new, full-stack vibe coding experience in @GoogleAIStudio, made possible by integrations with the @Antigravity coding agent and @Firebase backends. This unlocks: — Full-stack multiplayer experiences: Create complex, multiplayer apps with fully-featured 23 29 310 29 rb"
867,"20 Mar ""production-ready"" is doing a lot of heavy lifting here. every tool ships that claim, then u spend 3 days fixing auth, env configs, and db migrations. vibe coding startups die on distribution not features tbh 2 528"
868,20 Mar there were 500 but they found that one guy vibecoding 2 198
869,"20 Mar $VOLT is the gem! Volt Odyssey ready to rip like SHIBA, hyper-deflation king, 9x lower supply. Ambassadors, international blast, huge burns, Claw Season, vibe coding—moon! 3 7 15 318"
870,"20 Mar Volt Odyssey on a tear! Secure $VOLT SHIBA-style explosion, 9x less supply beast. Ambassador launch, global ads, massive burns, Open Claw frenzy, vibe coding—huge! 1 7 9 78"
871,20 Mar Vibe Coded. Badly Deployed. Vibe coding has made it easier than ever to build something. And easier than ever to deploy it badly. Databases. Hosting. Integrations. Done right. http:// sandconsole.com 1 1 1 rb
872,"20 Mar Todo mundo tá lançando SaaS com vibe coding agora. A IA escreve o código, Vercel o deploy e Stripe cobra. Só que ninguém pensou em como o usuário vai se sentir usando aquilo. UI/UX não é frescura. É retenção. É o usuário entender o valor do produto sem você precisar explicar. Optio — Sua vida financeira em um só lugar Dari optio.com.br 1 1 5 141"
873,"20 Mar Volt Odyssey unstoppable! Load $VOLT SHIBA rerun but way deflated, 9x smaller supply. Ambassador rollout, global blast, huge burns, Open Claw, vibe coding—rocket ready! 1 2 6 49"
874,"20 Mar Google just entered the vibecoding war with a nuclear weapon. The real threat here isn't to Claude Code or Codex specifically. It's the Firebase lock-in. Once your app is built on Firestore, Firebase Auth, and App Hosting, you're inside Google's ecosystem permanently. That's the 11 1 rb"
875,"20 Mar Built a self-hosted platform to manage Claude Code from anywhere. → One command install → Set admin password on first launch → Add your project directories → Start vibe coding in the browser → Close everything, reopen — all sessions preserved No API keys. Just your existing 1 2 59"
876,"20 Mar O ARQUITETO DO CÁCERE DIGITAL: O DIA EM QUE A GOOGLE FECHOU A PORTA DA FRENTE O que aconteceu foi o ""Checkmate"" final na autonomia do desenvolvedor. Em 2k26, a Google não lançou apenas uma ferramenta de ""vibe coding""; ela lançou uma coleira banhada a ouro com integração nativa Kutipan Google AI Studio @GoogleAIStudio 19 Mar Artikel Introducing the new full-stack vibe coding experience in Google AI Studio Today, we are launching a completely upgraded vibe coding experience in Google AI Studio, designed to turn your prompts into production-ready applications. From multiplayer experiences and installing... 2 6 1 rb"
877,20 Mar Vibe coding 2026 1 14 353
878,20 Mar Vibe coding platforms like @emergentlabs @Lovable @boltdotnew will eat alive by @GoogleAI its just a matter of time 4 81
879,20 Mar Humans refusing to use the vibe coding tools (in the name of the craft and taste) 1 2 172
880,20 Mar vibe codingもフルスタックに。 Googleの描く未来が明確になってきた。 Kutipan 20 Mar Artikel vibe design、vibe coding。Googleの本当の狙いは何か。 2日間の発表から見えてくるもの 昨日、Google StitchがUIデザインの世界に「vibe... 1 4 1 rb
881,"20 Mar Googleがフルスタックvibe codingに本気出してきた Antigravityエージェント + Firebase統合で バックエンド知識なしにリアルタイムアプリが作れる時代 Cursorに対抗してくるのか Kutipan Google AI @GoogleAI 19 Mar We’re launching a brand new, full-stack vibe coding experience in @GoogleAIStudio, made possible by integrations with the @Antigravity coding agent and @Firebase backends. This unlocks: — Full-stack multiplayer experiences: Create complex, multiplayer apps with fully-featured 0:33 1 1 236"
882,20 Mar vibe coding is having a moment but the monitoring problem doesnt go away just because the coding got easier. you still need to know what your agent is doing when you are not looking at the screen. have you thought about how to track these sessions across devices 1 51
883,"20 Mar C'est parti, on est en live ! Au programme : vibe coding Three.js On expérimente, on construit, on galère ensemble. Ramène-toi twitch.tv beboutom - Twitch j'essaye le stream 1 2 127"
884,20 Mar Google AI Studio - フルスタック Vibe Coding 対応 Stitch - vibe design 追加 Google ・ Google DeepMind のAIリリース年表｜npaka Google ・ Google DeepMind のAIリリース年表｜npaka Dari note.com 2 12 2 rb
885,20 Mar Before vibe coding: – 6 months to ship – $30K spent on developers – 3 pivots before launch – still not done After vibe coding: – idea on Monday – live on Friday – real users by the weekend the speed changes everything. 25 2 32 815
886,"20 Mar Google AI Studio's upgraded vibe coding experience pairs the new Antigravity agent with built-in Firebase — so prompts can become multiplayer, auth-protected, production-ready apps without ever leaving the browser. { author: Kat Kampf + @GoogleAI } Introducing the new full-stack vibe coding experience in Google AI Studio Dari dev.to 3 8 2 rb"
887,"20 Mar Google gjør AI-utvikling skremmende enkelt Nå kan du gå fra idé til ferdig app på minutter med «vibe coding» i Google AI Studio – komplett med database, innlogging og til og med flerspillerfunksjoner. Samtidig får designverktøyet Stitch stemmestyring og AI-canvas som forstår itavisen.no Nå gjør Google dette med AI - alle kan lage flerspiller-spill Google oppgraderer AI Studio og Stitch med «vibe coding», Firebase-integrasjon og AI-design. Bygg komplette apper fra tekst på minutter. 1 2 5 610"
888,20 Mar Artikel vibe design、vibe coding。Googleの本当の狙いは何か。 2日間の発表から見えてくるもの 昨日、Google StitchがUIデザインの世界に「vibe... 1 5 57 9 rb
889,20 Mar FACKKKKKKK Una no tell me say Vibecoding Dey Chop data o 11 1 31 351
890,"20 Mar ""Capitão, vai dar merda isso aí "" Até api de pagamento no vibe coding? Vai dar ruim heim. 15 1 rb"
891,"20 Mar LegalQuants. Founded by Jamie Tso. Exclusively for attorneys who want to change the industry. ~1k licensed attorneys vibe coding, growing fast, launched ~3mo ago. Runs Vibe Coded Hackathons with sponsors from @Replit and @ManusAI Check 'em out: https:// legalquants.com 1 3 387"
892,20 Mar Vibe Coding - Non-Technical People Agent Engineering - Technical People 1 2 7 308
893,20 Mar Google AI Studio 通过集成 Antigravity 智能代理 + Firebase 后端，正式推出“vibe coding”全栈开发模式。 这个视频演示了用一句话的提示词，直接做出带实时多人、地图、数据库、认证等功能的完整应用 0:33Dari Google AI 1 3 18 1 rb
894,20 Mar Vibe-coding has shown me how important backups are! What do you mean the file is suddenly 0 bytes?! 1 3 58
895,20 Mar Vibe coding an enterprise application Kutipan Massimo @Rainmaker1973 19 Mar Czech artist Tomáš Moravec turns a wooden pallet into a ride on tram tracks. 4 245
896,"20 Mar I just created the first vibecoding tool for UEFN. It’s called Build Buddy, and you can download it for free right now (Link in replies). It’s the first AI system that can actually execute actions inside the Unreal Editor for Fortnite! 11 12 227 13 rb"
897,"20 Mar ÚLTIMA HORA: Google saca Antigravity y permite hacer vibe coding full-stack. Cliente, servidor, base de datos, despliegue. Todo en uno. ¿Habrá destronado a Lovable? Te lo cuento en el hilo 7 25 345 28 rb"
898,"20 Mar ¡Experimentando con la narración en video asistida por IA! Estoy probando un flujo de trabajo donde combino: Guion refinado. Lectura de imagen detallada (para una contextualización profunda). #Gemini Speech TTS , Nanobanana y Vibe Coding. 8:08 1 2 100"
899,13 Mar “Come up with a plan to make the CLI text output badass. It's pretty boring right now.” Vibe coding has just become shouting “enhance! enhance!” at the computer 3 6 900
900,"Vishal 13 Mar I will be building my personal portfolio using some vibe coding tools ,let's see how much it can improve my portfolio as of now . I will be sharing the results and techniques i learned on the way. #portfolio #vibecode #gemini 1 4 75"
901,13 Mar if you’re in crypto pivot to -pokemon -prediction markets -AI -geopolitics -vibe coding -sports betting -literally anything else and then just come back in 6 months when things heat up again 17 1 37 1 rb
902,"13 Mar The best anti-porn statement ever - compare it to vibe coding, vibe gooning. Kutipan PC Gamer @pcgamer 12 Mar Garry's Mod creator says programmers over-relying on AI is like using too much porn: 'You lose your ability to ejaculate using your imagination' https:// pcgamer.com/software/ai/ga rrys-mod-creator-says-programmers-over-relying-on-ai-is-like-using-too-much-porn-you-lose-your-ability-to-ejaculate-using-your-imagination … 15 660"
903,13 Mar Vibe coding startup Replit closes $400M round at $9B Valuation siliconangle.com Vibe coding startup Replit closes $400M round at $9B valuation - SiliconANGLE Vibe coding startup Replit closes $400M round at $9B valuation - SiliconANGLE 2 132
904,13 Mar Going to try vibe coding today with Base 44 and possibly Claude Code as well. What are you guys building? 1 3 33
905,13 Mar my vibe coding just different 6 38 10 rb
906,13 Mar Vibe coding a tamagotchi factory that makes vibe coded tamagotchi factories so a tamagotchi gotchu no matter what you’re doing 2 215
907,13 Mar 畠山さん @dahatake の最新くらでべ動画、これむちゃくちゃ良い動画だ…GHECとM365 Copilot使いこなせてないうちの会社の人に布教しようと思った件 爆速かつ高品質でのチームでの Vibe Coding の世界 爆速かつ高品質でのチームでの Vibe Coding の世界 Dari youtube.com 1 3 545
908,"13 Mar One of the best things I was able to find to relax and have a bit of fun was coding/vibe coding. I undertook this just for fun and now have 3 apps built one making some monies, and newly released app. What a freaking rush. 2 3 274"
909,13 Mar Vibe Coding Bootcamp: Fiesta de fin de curso 1ra Generación! Siaran ini tidak tersedia. Untitled 1 4 124
910,13 Mar Vibe Coding Bootcamp: Fiesta de fin de curso 1ra Generación! Siaran ini tidak tersedia. Untitled 2 9 215
911,"13 Mar @ClickDopamine , do you know what the heck ""vibe coding"" is? 2 2 965"
912,13 Mar If you're a @doginaldogs you're vibe coding or playing with automated agents. And want in let me know. 1 1 6 145
913,"13 Mar If you know how to code then AI will make you more production , efficient and effective no matter the product category issue with vibe coding is when you have no or limited knowledge on what the standard of a quality software product is Amazon, Microsoft, big techs all use AI Kutipan Akintola Steve @Akintola_steve 12 Mar AI has come to stay, amazing stuff, honestly. I use it too. But here’s the thing: if you vibe-code a fintech app (frontend, yes, but especially backend) and ship it to production without proper QA, a real QA eye, or testing every single endpoint like your life depends on it… 2 2 152"
914,13 Mar pov: vibecoding is a trap of tokens 2 53
915,"13 Mar Můj prompt: Let's make a fun playful website, based on the fact that vibe coding is in many ways similar to gambling on slot machines. Let's make a single website that helps people asses their addiction to vibe coding and how it is affecting their ability to solve problems or to 3 724"
916,"13 Mar To jsem tedy po…l Dneska jsem pro klienta, výrobní firmu 400+ zaměstnanců, udělal evidenci soukromých jízd služebními auty. Trvalo to 3 hodiny a umí dokonce vyčítat stav tachometru z fotky v mobilu. Celá apka vznikla v Google Appsheet. Zero vibe coding. Zero AI. Normálně si 2 1 19 8 rb"
917,"13 Mar Todo rutinario excepto el algoritmo de Elon Muts matando a usuarios reales, mucho vibe coding ahi. Si se murieron unas cuantas que seguia 4 309"
918,"13 Mar That would be very interesting. With vibecoding and agenmaxxing becoming real things in the professional world, one can wonder what claude wikk have to ofder here. 4 1 rb"
919,13 Mar he is the embodiment of vibecoding Kutipan Rob Hallam @robj3d3 12 Mar This 18 year old literally has 12 $200 Codex plans. Here's exactly how he organizes them to build 100x faster: (we're cooked) 1 6 242
